Time,Rating,Sentiment,Product
2008,2.7333333333333334,Poor,Digital_Software
2009,2.76027397260274,Poor,Digital_Software
2010,3.126760563380281,Fair,Digital_Software
2011,3.466695501730104,Good,Digital_Software
2012,3.389930369576861,Average,Digital_Software
2013,3.425039169604387,Good,Digital_Software
2014,3.812804794987059,Excellent,Digital_Software
2015,3.3707135190102253,Average,Digital_Software
