Time,Rating
2008,2.7333333333333334
2009,2.76027397260274
2010,3.1267605633802815
2011,3.4666955017301038
2012,3.3899303695768612
2013,3.425039169604387
2014,3.812804794987059
2015,3.3707135190102253
